,emp_title,emp_length,state,homeownership,loan_amount,term,interest_rate
9279,special events and marketing assistant,1.0,MN,OWN,9000,36,13.58
9280,manager,1.0,TX,RENT,9000,36,9.43
9281,case manager,2.0,OK,RENT,4200,36,19.03
9282,,,NC,OWN,7000,36,9.44
9283,inside sales,10.0,MN,RENT,6000,36,11.99
9284,project manager,1.0,IN,MORTGAGE,6700,36,10.41
9285,,,FL,RENT,1000,36,9.92
9286,patient access representative ,0.0,LA,RENT,15000,36,7.97
9287,inkjet lead operator,10.0,MN,OWN,18000,36,9.43
9288,service manager,6.0,GA,RENT,4000,36,6.72
9289,office manager,2.0,NY,RENT,10000,36,15.04
9290,team leader,4.0,MS,MORTGAGE,12000,36,9.44
9291,rural carrier,10.0,GA,MORTGAGE,16800,36,10.91
9292,bank manager,0.0,FL,RENT,15000,36,16.01
9293,police assistant,3.0,PA,MORTGAGE,23525,36,10.41
9294,office manager,10.0,CO,RENT,30025,36,16.01
9295,cfo,4.0,WA,MORTGAGE,29175,60,16.02
9296,,,NJ,MORTGAGE,4725,36,14.08
9297,,,PA,RENT,10000,36,20.0
9298,practice coordinator ,10.0,MD,RENT,7200,36,7.34
9299,controller,2.0,TX,MORTGAGE,5000,36,7.97
9300,track welder,10.0,AZ,MORTGAGE,40000,36,6.08
9301,police officer 2,5.0,CA,OWN,24000,36,9.43
9302,interim dean of students,1.0,CO,RENT,20000,60,11.99
9303,senior compounder operator,10.0,WI,MORTGAGE,25000,60,15.05
9304,technical support,6.0,FL,RENT,25000,60,11.99
9305,produce manager,10.0,OH,MORTGAGE,15000,36,20.0
9306,team leader,4.0,MD,OWN,16000,36,7.35
9307,medical technician,2.0,RI,MORTGAGE,20000,36,9.43
9308,case manager,0.0,AL,MORTGAGE,15000,36,11.99
9309,specialist 2,5.0,LA,MORTGAGE,7500,36,18.45
9310,maintenance,10.0,OK,OWN,3000,36,15.05
9311,qa supervisor ,7.0,CA,MORTGAGE,2500,36,9.43
9312,accountant,0.0,MA,RENT,10000,36,9.93
9313,,,PA,RENT,15600,60,13.59
9314,,,MS,MORTGAGE,8000,36,5.32
9315,director of dining services,1.0,FL,RENT,10000,36,16.02
9316,technician,2.0,MO,RENT,8000,36,10.41
9317,,,OR,RENT,10000,36,10.42
9318,producer ,9.0,OR,MORTGAGE,24000,60,12.62
9319,tier 1 tech support,2.0,PA,OWN,10800,36,7.35
9320,research coordinator ,4.0,FL,MORTGAGE,18000,36,9.93
9321,manager,4.0,TX,MORTGAGE,14400,36,11.99
9322,lead,4.0,TX,MORTGAGE,16800,60,13.58
9323,radiologic technologist ,10.0,IN,MORTGAGE,10000,36,5.31
9324,business analyst,3.0,TX,RENT,12000,60,11.99
9325,,,IL,RENT,6000,36,25.82
9326,project manager,4.0,VA,RENT,16000,60,11.98
9327,test tech,4.0,PA,MORTGAGE,15000,36,5.31
9328,system analyst,9.0,IL,RENT,16000,36,15.05
9329,trial paralegal and realtor,10.0,WA,MORTGAGE,28000,60,10.42
9330,regional telephony manager,10.0,TN,MORTGAGE,30000,60,9.92
9331,assistant professor,9.0,VA,RENT,40000,60,10.42
9332,production specialist,0.0,WA,RENT,15000,36,12.62
9333,qa supervisor,1.0,CA,OWN,25000,36,6.71
9334,retail market manager,10.0,AL,MORTGAGE,7200,36,10.91
9335,analyst,1.0,CA,RENT,16800,60,11.99
9336,owner,10.0,ME,MORTGAGE,8000,36,19.03
9337,sarety security officer,10.0,NY,RENT,8000,36,13.59
9338,machine operator,10.0,CT,MORTGAGE,2000,36,6.71
9339,produce clerk,3.0,MA,RENT,6025,36,16.01
9340,,,NY,MORTGAGE,10000,60,15.05
9341,store brand leader,2.0,HI,RENT,30000,60,23.88
9342,sr claims examiner,3.0,CA,MORTGAGE,10000,36,12.61
9343,night auditor,10.0,LA,RENT,2400,36,22.9
9344,president/owner,10.0,CA,RENT,32000,36,12.62
9345,lexus service,10.0,WA,RENT,16000,60,18.45
9346,teachers,0.0,TX,MORTGAGE,40000,36,12.62
9347,,,OH,MORTGAGE,1500,36,11.99
9348,air traffic controller,4.0,TN,MORTGAGE,1000,36,18.06
9349,engineer,10.0,NC,MORTGAGE,26000,36,6.72
9350,carpinter,9.0,TX,RENT,15000,36,17.47
9351,program coordinator,5.0,AZ,MORTGAGE,10000,36,6.08
9352,vp marketing promotions,5.0,NY,RENT,23200,60,16.02
9353,services principal,1.0,TX,MORTGAGE,38225,36,6.07
9354,manager,10.0,NC,RENT,7500,36,10.42
9355,vice president,1.0,NJ,RENT,35000,60,20.0
9356,"manager, software delivery",10.0,FL,MORTGAGE,11200,36,5.32
9357,foreman,4.0,FL,RENT,12000,60,20.0
9358,aviation maintenance technician,1.0,AZ,MORTGAGE,13000,36,9.93
9359,manager,10.0,OK,RENT,5000,36,21.45
9360,,,MN,OWN,33875,36,11.99
9361,,,ID,MORTGAGE,10000,60,14.07
9362,teacher,10.0,NY,RENT,4000,36,12.61
9363,assistant project manager,6.0,NJ,MORTGAGE,7000,36,10.9
9364,office manager,9.0,FL,MORTGAGE,40000,36,10.91
9365,surgical nurse,2.0,TX,MORTGAGE,15800,60,11.98
9366,dentist,10.0,OH,MORTGAGE,30000,60,20.0
9367,,0.0,CA,MORTGAGE,18000,36,21.45
9368,maintainance,10.0,NY,MORTGAGE,6000,36,5.31
9369,glasser,4.0,FL,MORTGAGE,8000,36,20.0
9370,security officer,3.0,TN,MORTGAGE,12000,36,9.43
9371,evaluation analyst,5.0,NC,RENT,15000,60,14.08
9372,server,10.0,MI,OWN,3000,36,5.31
9373,pilot,6.0,NY,RENT,7400,36,11.99
9374,teacher ,10.0,NY,MORTGAGE,12000,36,9.92
9375,,,MN,MORTGAGE,25000,36,7.96
9376,programmer analyst,7.0,TX,MORTGAGE,32000,36,6.72
9377,controls software engineer ,4.0,FL,RENT,6300,36,14.07
9378,executive assistant,4.0,NJ,RENT,25000,60,20.39
9379,service tech,4.0,CA,RENT,3000,36,5.31
9380,,,TX,MORTGAGE,10000,36,6.08
9381,manager,10.0,OH,MORTGAGE,6000,36,12.61
9382,marketing director,0.0,FL,RENT,11000,36,9.93
9383,medicare supervisor,10.0,NC,MORTGAGE,18500,36,6.08
9384,sergeant ,9.0,NY,MORTGAGE,30000,36,9.44
9385,nurse,5.0,IL,MORTGAGE,24000,36,7.97
9386, truck driver,0.0,IL,OWN,5000,36,10.91
9387,hospital liaison,5.0,MI,MORTGAGE,15000,36,13.58
9388,supervisor,10.0,LA,MORTGAGE,16800,60,20.0
9389,administrator,2.0,CA,MORTGAGE,18000,36,7.97
9390,enginnering technician,9.0,CO,RENT,5000,36,9.44
9391,president ,10.0,FL,RENT,12500,36,6.72
9392,home care aide,3.0,NJ,OWN,3300,36,7.35
9393,,,PA,OWN,8000,36,6.08
9394,,,IL,MORTGAGE,7000,36,21.45
9395,secretary,10.0,CA,RENT,16000,36,13.59
9396,lineman/field technician,10.0,NY,MORTGAGE,18000,60,9.92
9397,occupational therapist - level 3,10.0,TX,MORTGAGE,28550,36,9.93
9398,owner,2.0,CA,OWN,10000,36,16.02
9399,shift manager,4.0,NY,RENT,4000,36,14.07
9400,managing member,6.0,FL,RENT,17000,60,16.01
9401,engineer,10.0,MI,MORTGAGE,18000,36,10.91
9402,server,1.0,TX,RENT,37000,36,5.32
9403,dispatch manager,9.0,VA,MORTGAGE,6400,36,6.72
9404,production operator ,2.0,AZ,RENT,12000,60,21.45
9405,house keeping,10.0,CA,RENT,15000,36,7.96
9406,director,5.0,NJ,RENT,30000,60,10.42
9407,supervisor/cook,10.0,NC,RENT,7000,36,19.03
9408,city clerk,10.0,TX,OWN,40000,60,17.09
9409,operations manager,1.0,NY,RENT,32000,60,18.06
9410,supervisor,9.0,CA,MORTGAGE,10000,36,10.9
9411,engineer,10.0,CA,MORTGAGE,13600,60,16.02
9412,software engineer,10.0,FL,MORTGAGE,8000,36,7.35
9413,ceo,3.0,PA,MORTGAGE,40000,60,7.35
9414,manager,10.0,MS,MORTGAGE,12000,36,19.03
9415,production operation specialist,10.0,OK,OWN,20000,36,14.08
9416,officer,10.0,AZ,MORTGAGE,28000,60,15.04
9417,realtor,10.0,MI,MORTGAGE,12000,36,14.08
9418,receptionist,5.0,CA,RENT,13150,36,14.08
9419,secretary,10.0,MI,OWN,5000,36,12.61
9420,owner,2.0,NC,OWN,5000,36,15.04
9421,correctional officer ,2.0,AZ,MORTGAGE,18000,60,7.35
9422,technician,10.0,TX,MORTGAGE,12000,36,12.61
9423,food services,4.0,CA,MORTGAGE,14000,36,7.96
9424,sr software engineer,10.0,CT,MORTGAGE,35000,36,12.61
9425,service clerk,10.0,CA,OWN,10000,60,13.59
9426,lead architect,3.0,GA,MORTGAGE,34800,36,14.08
9427,,,TX,OWN,15350,60,9.44
9428,office assistants ,3.0,TX,MORTGAGE,10000,60,13.58
9429,site manager,3.0,NE,MORTGAGE,25000,60,12.61
9430,cover driver,9.0,CA,RENT,16800,36,5.32
9431,hr knowledgebase analyst,10.0,WI,MORTGAGE,16000,60,16.02
9432,director of people operations ,0.0,CA,RENT,30000,36,17.09
9433,realtor,3.0,MO,MORTGAGE,24000,60,7.35
9434,service manager,10.0,FL,MORTGAGE,21000,60,9.92
9435,professional,2.0,FL,MORTGAGE,18000,36,9.93
9436,owner,6.0,CA,RENT,26400,60,9.92
9437,medical assistant,4.0,NJ,OWN,5000,36,9.44
9438,transportation,5.0,NJ,MORTGAGE,12000,60,9.44
9439,,,NV,RENT,35000,60,20.0
9440,marketing,2.0,FL,OWN,30000,36,17.09
9441,mail handler ,10.0,CA,OWN,28000,60,12.61
9442,national sales manager,10.0,NV,MORTGAGE,15000,36,20.0
9443,,,MO,MORTGAGE,14400,60,16.02
9444,technical director ,10.0,CT,OWN,28675,36,10.9
9445,sales clerk,7.0,IL,OWN,5000,36,15.04
9446,evp,3.0,CA,MORTGAGE,10000,36,10.42
9447,,,WI,MORTGAGE,15000,36,6.08
9448,parts delivery person,3.0,PA,OWN,10000,60,12.62
9449,owner/accountant,10.0,AZ,OWN,25000,60,10.9
9450,machinist,5.0,WA,RENT,18000,36,13.59
9451,technician,6.0,AR,MORTGAGE,15000,60,11.99
9452,secretary,10.0,PA,MORTGAGE,29825,60,19.42
9453,customer service rep,0.0,MN,RENT,12000,36,16.01
9454,cad tech,0.0,VA,RENT,6000,36,10.41
9455,stylist and consultant ,3.0,CA,RENT,6800,36,7.97
9456,rn,2.0,AZ,MORTGAGE,6000,36,10.42
9457,patient transporter,10.0,VA,OWN,6000,36,11.98
9458,,,TX,RENT,10000,36,10.42
9459,realtor property manager,8.0,NV,RENT,18000,60,12.61
9460,project engineer,3.0,NY,RENT,25000,60,26.3
9461,,,RI,RENT,13000,36,7.97
9462,senior marketing analyst,6.0,FL,OWN,20000,36,7.97
9463,transportation manager,4.0,PA,OWN,15000,36,9.93
9464,,,CT,MORTGAGE,10000,36,10.9
9465,operator,10.0,AZ,MORTGAGE,2000,36,9.93
9466,paraprofessional 111 (therapeutic ),10.0,FL,OWN,5000,36,11.98
9467,carpenter,0.0,CA,MORTGAGE,24000,60,18.45
9468,delivery driver,10.0,TX,MORTGAGE,25000,36,9.93
9469,assistant professor ,1.0,NM,RENT,7500,36,5.32
9470,vp philanthropy ,1.0,PA,MORTGAGE,35000,36,6.08
9471,firefighter,10.0,WA,MORTGAGE,40000,60,9.93
9472,devops,1.0,TX,RENT,35000,60,28.72
9473,"vp, corporate reporting",10.0,CA,MORTGAGE,19200,36,9.43
9474,senior consultant,3.0,NY,RENT,30000,60,14.08
9475,cna,5.0,NY,RENT,35000,36,13.59
9476,"vice president, seo",5.0,NC,RENT,32000,60,13.59
9477,human resources generalist ,0.0,TX,RENT,8000,36,11.99
9478,software engineer,3.0,CA,RENT,4000,36,7.35
9479,senior drafting designer,10.0,TN,MORTGAGE,16000,36,6.72
9480,,,IN,OWN,10000,36,9.44
9481,investment analyst ,2.0,CA,RENT,4000,36,10.42
9482,,,NY,OWN,32500,36,11.99
9483,it specialist,6.0,NJ,MORTGAGE,21000,60,10.42
9484,provisions,3.0,VA,MORTGAGE,16000,60,10.91
9485,,,MA,RENT,10400,36,9.43
9486,cfo,2.0,PA,MORTGAGE,28000,36,7.96
9487,account executive,2.0,FL,RENT,10800,60,20.39
9488,inspector,10.0,CA,MORTGAGE,7200,36,6.72
9489,finance clerk ,10.0,FL,OWN,10000,36,17.47
9490,rn care experience coordinator,0.0,VT,MORTGAGE,12000,36,7.97
9491,,,LA,RENT,31675,36,6.71
9492,nurse,10.0,MN,OWN,20000,60,9.93
9493,administrative assistant,5.0,VA,OWN,12000,60,12.61
9494,at3,3.0,CA,RENT,10000,36,12.61
9495,teacher,10.0,TX,MORTGAGE,15000,60,11.99
9496,catering associate,4.0,MA,RENT,10000,36,10.41
9497,owner,10.0,NJ,MORTGAGE,8000,36,7.97
9498,field manager,10.0,NY,MORTGAGE,27650,60,10.42
9499,rn,10.0,NY,MORTGAGE,35000,60,14.08
9500,nurse aide,10.0,CA,RENT,4500,36,13.59
9501,okay,1.0,TX,MORTGAGE,8000,36,22.91
9502,mechainc,7.0,NC,MORTGAGE,8000,36,6.72
9503,cna,1.0,IL,MORTGAGE,5000,36,18.06
9504,sr storage engineer,4.0,MI,RENT,40000,60,12.61
9505,technical specialists ,2.0,FL,RENT,10000,60,22.9
9506,manager customer service,5.0,MN,RENT,8000,36,14.08
9507,"director, food and nutrition",10.0,NY,RENT,21000,36,20.0
9508,supervisor,10.0,UT,MORTGAGE,30000,36,18.06
9509,teacher,4.0,CA,MORTGAGE,4800,36,16.01
9510,it,1.0,AR,RENT,12000,60,25.82
9511,senior levle lead machinist,1.0,WA,MORTGAGE,19225,36,12.62
9512,clerk,10.0,SC,MORTGAGE,16000,60,15.05
9513,software quality engineer,4.0,KY,MORTGAGE,10000,60,19.42
9514,chemical officer,10.0,VA,RENT,5125,36,18.06
9515,client account coordinator ,0.0,OR,OWN,35000,60,17.09
9516,clinical therapist,3.0,WI,MORTGAGE,5000,36,6.72
9517,builder,3.0,IL,OWN,16500,36,15.04
9518,loan officer,7.0,OR,MORTGAGE,40000,36,6.71
9519,hr specialist,3.0,ID,RENT,36975,36,10.9
9520,dsp,7.0,NY,RENT,1450,36,19.03
9521,,,FL,OWN,5500,36,11.98
9522,computer technician,7.0,PA,MORTGAGE,17300,60,11.99
9523,,8.0,MA,RENT,6025,36,12.61
9524,chief of police,2.0,TX,MORTGAGE,40000,60,7.35
9525,control room operator,5.0,WV,MORTGAGE,4000,36,7.96
9526,professor,10.0,MI,RENT,21000,36,9.92
9527,customer account specialist ,10.0,OH,MORTGAGE,23000,60,12.61
9528,teacher,10.0,MI,MORTGAGE,18000,60,12.61
9529,federal law enforcement ,10.0,GA,MORTGAGE,30000,36,18.06
9530,community liaison,10.0,CA,RENT,6000,36,9.92
9531,data network consultant,10.0,MO,MORTGAGE,25000,60,10.41
9532,general manager,2.0,NJ,MORTGAGE,15000,36,6.08
9533,shipping clerck,10.0,NE,RENT,10000,60,13.58
9534,store manager ,1.0,GA,RENT,7000,36,10.42
9535,registered nurse,0.0,TX,RENT,10000,36,10.9
9536,shipping associate,0.0,OR,RENT,2000,36,6.07
9537,engineer,5.0,CA,MORTGAGE,15000,36,10.41
9538,recording secretary ,10.0,CA,OWN,30000,36,20.0
9539,associate,1.0,MI,MORTGAGE,20800,36,6.08
9540,director of nursing,10.0,TX,MORTGAGE,40000,60,10.42
9541,carpenter ,0.0,NY,RENT,7000,36,7.96
9542,,,MD,OWN,5750,36,20.39
9543,,,AL,MORTGAGE,20000,36,16.02
9544,owner,0.0,CA,MORTGAGE,10000,36,10.42
9545,registered nurse,10.0,CA,MORTGAGE,30000,36,15.04
9546,sr staffing consultant,3.0,CT,MORTGAGE,30000,60,19.42
9547,president,8.0,FL,MORTGAGE,18000,36,7.96
9548,visiting assistant professor ,4.0,OK,RENT,40000,60,13.58
9549,manager,10.0,MI,OWN,30000,36,9.43
9550,registered nurse,1.0,WA,RENT,25600,36,16.01
9551,southeast market manager,3.0,FL,RENT,32000,36,9.92
9552,,,TX,MORTGAGE,10000,60,11.98
9553,land admin mgr,10.0,TX,MORTGAGE,40000,36,9.43
9554,lending consultant,2.0,MD,MORTGAGE,10000,60,12.62
9555,administrator,10.0,TX,MORTGAGE,29150,36,11.99
9556,business office manager,3.0,FL,MORTGAGE,10000,36,6.07
9557,reporting administrator,10.0,CA,MORTGAGE,30000,36,16.02
9558,senior accountant,5.0,NV,MORTGAGE,15000,60,12.62
9559,school administrator,10.0,TX,MORTGAGE,16000,36,9.92
9560,director of marketing ,5.0,IL,RENT,4400,36,18.45
9561,correction officer,10.0,NY,MORTGAGE,35000,60,20.39
9562,service representative ,10.0,OH,RENT,4900,36,21.45
9563,equipment operator,10.0,PA,MORTGAGE,10000,36,6.72
9564,,,CA,RENT,10000,60,9.92
9565,senior project manager,3.0,FL,MORTGAGE,30000,36,5.32
9566,home health aid,2.0,NY,RENT,20000,36,11.99
9567,lead lab technician,10.0,NY,MORTGAGE,28000,60,12.61
9568,wealth management advisor ,2.0,PA,OWN,19200,36,14.07
9569,collector,3.0,OR,OWN,10000,36,5.32
9570,captain,9.0,CO,MORTGAGE,35000,36,6.08
9571,engineer,3.0,NJ,RENT,4200,36,7.97
9572,loan assistant/credit analyst,2.0,TX,RENT,1000,36,18.45
9573,future executive sr sales director,10.0,MO,MORTGAGE,14500,36,6.08
9574,director,10.0,NY,OWN,40000,60,14.08
9575,senior clerk,10.0,FL,OWN,4000,36,10.91
9576,cad manager,1.0,CO,OWN,12800,60,10.9
9577,director,1.0,MN,MORTGAGE,40000,60,9.93
9578,owner/groomer,10.0,LA,MORTGAGE,10000,36,5.31
9579,loan officer,5.0,CA,MORTGAGE,35000,36,10.9
9580,branch manager,9.0,CA,MORTGAGE,10500,36,9.93
9581,owner,10.0,VT,RENT,8400,36,21.85
9582,superintendent ,10.0,NE,MORTGAGE,6000,36,10.91
9583,diesel tech,3.0,TX,RENT,20000,36,11.98
9584,,,MI,OWN,15000,36,12.62
9585,internet sales & marketing manager,2.0,AL,RENT,10000,36,10.42
9586,sr claims specialist,10.0,MS,MORTGAGE,7000,36,20.39
9587,development officer,2.0,WA,MORTGAGE,17650,36,13.58
9588,front office coordinator,6.0,TN,RENT,20000,36,13.59
9589,,,IL,MORTGAGE,15050,36,19.03
9590,technician,1.0,NJ,OWN,26000,60,10.91
9591,,,MD,RENT,5000,36,7.96
9592,regional visual manager,0.0,AL,RENT,25000,36,10.41
9593,care provider,10.0,CA,MORTGAGE,27000,36,14.08
9594,rn,4.0,TX,MORTGAGE,40000,60,9.93
9595,electrician ,5.0,MS,OWN,30000,36,21.45
9596,owner,10.0,FL,MORTGAGE,20000,60,14.08
9597,manager/supervisor,4.0,MI,OWN,40000,60,13.59
9598,corrections officer,6.0,OR,RENT,4800,36,16.01
9599,superior court judge,0.0,NJ,MORTGAGE,40000,60,15.05
9600,physical therapist assistant,5.0,NM,RENT,40000,36,11.98
9601,technician ,5.0,WV,OWN,20000,60,13.59
9602,driver,5.0,GA,MORTGAGE,5600,36,12.62
9603,hr director,8.0,CA,OWN,10000,36,7.97
9604,sr oracle database administrator,0.0,FL,MORTGAGE,26000,36,18.45
9605,systems administrator,3.0,AZ,RENT,14000,36,13.58
9606,para legal,2.0,FL,MORTGAGE,20000,36,14.08
9607,software engineer,4.0,SC,MORTGAGE,35000,36,10.41
9608,captain,8.0,CA,OWN,25000,60,14.08
9609,management ,4.0,NY,RENT,6000,36,15.04
9610,sanitation,10.0,WI,MORTGAGE,16000,60,18.06
9611,,,OH,RENT,25000,36,24.84
9612,software engineer,3.0,IN,MORTGAGE,8700,36,16.02
9613,line worker,1.0,WI,RENT,19200,36,12.61
9614,"vp, channel sales & mktg",8.0,MN,MORTGAGE,30000,36,5.32
9615,csa,4.0,CO,RENT,16000,60,13.59
9616,shipping supervisor ,10.0,TX,OWN,13500,60,9.44
9617,accounting,10.0,CA,MORTGAGE,30000,36,7.34
9618,certified electrician ,7.0,CA,RENT,7000,36,6.08
9619,rx supervisor,0.0,FL,RENT,10000,36,14.07
9620,bco,0.0,FL,RENT,4200,36,15.05
9621,food service director,10.0,CO,MORTGAGE,18000,36,19.42
9622,engineer,1.0,CA,MORTGAGE,16000,36,6.72
9623,main banker,10.0,TN,RENT,10000,36,15.05
9624,instructional support specialist ,10.0,NC,MORTGAGE,20000,60,24.85
9625,cdl driver,4.0,GA,MORTGAGE,25000,36,5.32
9626,cheif executive officer,5.0,WA,MORTGAGE,7000,36,21.45
9627,regional solutions manager,7.0,TX,MORTGAGE,16000,60,16.02
9628,assistant manager,1.0,CO,RENT,20000,36,21.45
9629,sqd leader ,10.0,TX,RENT,15000,60,18.06
9630,maintenance,10.0,GA,OWN,4200,36,6.07
9631,senior programmer analyst,3.0,TX,RENT,9600,36,5.32
9632,maid,10.0,TX,RENT,6300,36,12.62
9633,manager,4.0,CT,MORTGAGE,40000,60,10.42
9634,sterile processing lead technician,2.0,OR,RENT,19000,60,13.58
9635,administrative specialist ,10.0,KS,MORTGAGE,20000,60,10.9
9636,shipping/receiving supervisor,10.0,IL,MORTGAGE,11000,36,14.08
9637,general manager ,10.0,CA,MORTGAGE,24000,60,20.0
9638,consultant,2.0,CO,RENT,35000,60,9.92
9639,analyst,4.0,MD,RENT,8000,36,10.91
9640,technician,4.0,ID,RENT,3500,36,10.9
9641,gunnersmate,7.0,VA,RENT,12800,36,17.09
9642,technical sergeant,10.0,FL,MORTGAGE,25500,60,12.62
9643,mechanic,10.0,AR,OWN,8000,36,10.41
9644,union carpenter,2.0,OH,RENT,8000,36,13.58
9645,irrigation service technician,5.0,NJ,RENT,2000,36,12.61
9646,social ed teacher,10.0,ID,MORTGAGE,6700,36,10.41
9647,owner,2.0,FL,RENT,10000,36,6.72
9648,assistant manager,10.0,NY,RENT,20000,60,14.08
9649,,,MN,MORTGAGE,10000,60,14.08
9650,chef,4.0,FL,MORTGAGE,20000,36,13.58
9651,owner,3.0,SC,OWN,15000,36,9.44
9652,utility worker i,10.0,MD,OWN,33725,36,6.08
9653,executive secretary ,6.0,TX,RENT,8000,36,12.62
9654,lead bartender,10.0,RI,MORTGAGE,6000,36,17.47
9655,rda,10.0,CA,RENT,6300,36,9.44
9656,applications developer,0.0,CA,RENT,20000,36,11.98
9657,professor,10.0,MN,MORTGAGE,16000,60,9.92
9658,senior business development executive,1.0,NV,MORTGAGE,35400,36,7.96
9659,hris manager,10.0,KY,MORTGAGE,40000,60,7.35
9660,manager,10.0,MI,MORTGAGE,40000,36,5.32
9661,supplier development engineer,0.0,AL,MORTGAGE,27575,60,17.09
9662,manager,1.0,CA,MORTGAGE,35000,60,14.08
9663,lab director,6.0,IL,RENT,15000,36,6.08
9664,enterprise sales,4.0,MN,MORTGAGE,15500,36,6.07
9665,"vp, business support",10.0,NC,MORTGAGE,40000,60,9.92
9666,account manager,1.0,ME,MORTGAGE,26575,36,6.07
9667,work comp specialist ,10.0,NC,RENT,12000,60,17.09
9668,business intelligence developer,0.0,MO,MORTGAGE,28000,60,26.3
9669,field consultant,9.0,IL,RENT,30000,36,5.32
9670,senior activities assistant,2.0,VA,RENT,3000,36,17.47
9671,1sg,10.0,TN,MORTGAGE,25000,60,16.02
9672,application developer 3,10.0,OH,MORTGAGE,34000,60,11.98
9673,senior mechanical engineer,2.0,MA,MORTGAGE,40000,36,5.31
9674,,,TX,RENT,11000,36,10.41
9675,teacher,10.0,IN,MORTGAGE,5500,36,10.9
9676,computer technician,8.0,CA,RENT,7000,36,6.71
9677,,10.0,FL,OWN,9000,36,6.71
9678,certified pharmacy technician,6.0,IL,OWN,4000,36,17.09
9679,is,10.0,FL,RENT,27000,60,14.08
9680,owner,10.0,FL,RENT,7000,36,5.32
9681,director of sales and marketing,10.0,IL,MORTGAGE,25000,60,9.44
9682,e-commerce manager,10.0,CA,OWN,25000,36,15.05
9683,office manager,6.0,ID,OWN,10000,36,7.97
9684,client service representative ,1.0,GA,RENT,12000,36,17.47
9685,ceo,10.0,NC,MORTGAGE,40000,36,9.93
9686,financial management techncian,4.0,CT,MORTGAGE,24000,36,6.0
9687,telecom engineer,10.0,CA,RENT,2400,36,6.08
9688,president,4.0,NC,RENT,28000,60,18.06
9689,police officer,7.0,CO,MORTGAGE,10000,36,5.31
9690,senior sales supervisor,10.0,WV,MORTGAGE,32000,60,14.08
9691,manager/server,6.0,CA,RENT,8300,36,9.43
9692,registered dental hygienist,8.0,TX,MORTGAGE,28000,36,10.91
9693,credentialing manager,3.0,CA,OWN,28000,36,11.98
9694,lead engineer,10.0,WA,MORTGAGE,36000,36,5.32
9695,sr project manager,10.0,TX,MORTGAGE,22500,36,14.07
9696,sales representative ,7.0,CA,RENT,7200,36,16.02
9697,mechanic,10.0,TX,OWN,12800,60,14.08
9698,bus opertor,10.0,NJ,MORTGAGE,8000,36,9.44
9699,federal agent,10.0,TX,MORTGAGE,30000,60,13.58
9700,branch manager ,10.0,NY,OWN,7200,36,7.34
9701,manager,6.0,GA,MORTGAGE,40000,60,10.42
9702,server,10.0,GA,RENT,5700,36,9.93
9703,editor/marketing director,4.0,AZ,RENT,5000,36,5.32
9704,nurse practitioner,6.0,TX,MORTGAGE,16050,36,16.01
9705,vehicle inventory,4.0,CA,MORTGAGE,3500,36,7.96
9706,cashier ,2.0,CT,RENT,1200,36,9.43
9707,group it manager,10.0,MN,OWN,27000,60,5.31
9708,bookkeeper,10.0,NC,MORTGAGE,12000,36,12.62
9709,sole proprietor,10.0,MN,OWN,12500,36,7.34
9710,laborer,2.0,MN,OWN,30000,36,18.06
9711,truck driver,6.0,UT,MORTGAGE,20000,60,21.45
9712,truck driver,10.0,OK,OWN,16000,60,14.08
9713,adjunct professor,7.0,NC,MORTGAGE,2000,36,16.02
9714,director of information technology,10.0,FL,OWN,25000,60,20.0
9715,supervisor,10.0,IL,MORTGAGE,35000,60,21.45
9716,aircraft technician,8.0,GA,MORTGAGE,3025,36,20.0
9717,recruiter,5.0,IL,RENT,6000,36,16.01
9718,senior programmer/analyst,6.0,MA,MORTGAGE,20000,36,6.72
9719,sales rep,4.0,CA,RENT,20000,60,19.03
9720,vice president,10.0,OH,MORTGAGE,35000,60,15.05
9721,marketing,2.0,NJ,MORTGAGE,11000,60,7.35
9722,janitor ,0.0,CA,RENT,20975,36,18.06
9723,,,NY,RENT,11775,36,14.08
9724,,,SC,MORTGAGE,7500,36,12.61
9725,assistant professor,9.0,PA,MORTGAGE,21000,60,17.09
9726,sergeant (e5),4.0,NC,RENT,2500,36,15.04
9727,sr project manager,10.0,AL,MORTGAGE,28000,60,12.62
9728,ndt level 2 inspector,8.0,MI,RENT,4000,36,11.99
9729,,,NC,OWN,10000,36,6.08
9730,consultant,0.0,CA,RENT,16000,60,29.69
9731,,,NC,MORTGAGE,4800,36,7.34
9732,,,TX,OWN,18000,36,9.93
9733,receiving clerk,10.0,IL,MORTGAGE,12000,60,16.02
9734,,,AL,MORTGAGE,10000,60,21.85
9735,benefit consultant,1.0,NY,RENT,18000,60,13.59
9736,registered nurse team leader,10.0,OH,MORTGAGE,15000,36,10.91
9737,technical recruiter,0.0,CA,RENT,6000,36,9.92
9738,agent ,5.0,TX,MORTGAGE,16000,60,12.61
9739,driver,10.0,FL,MORTGAGE,15000,36,11.98
9740,manager,5.0,MI,OWN,25000,36,7.35
9741,manufacturing engineer,4.0,AZ,MORTGAGE,22500,36,6.71
9742,nurse,2.0,MA,RENT,15000,36,10.91
9743,electronic assembly ,3.0,NH,RENT,1500,36,10.9
9744,systems integration manager,10.0,MA,MORTGAGE,33900,60,9.92
9745,director,10.0,TN,OWN,10000,60,26.3
9746,production ,3.0,UT,RENT,16000,60,12.62
