,emp_title,emp_length,state,homeownership,annual_income,verified_income,debt_to_income,annual_income_joint,verification_income_joint,debt_to_income_joint,delinq_2y,months_since_last_delinq,earliest_credit_line,inquiries_last_12m,total_credit_lines,open_credit_lines,total_credit_limit,total_credit_utilized,num_collections_last_12m,num_historical_failed_to_pay,months_since_90d_late,current_accounts_delinq,total_collection_amount_ever,current_installment_accounts,accounts_opened_24m,months_since_last_credit_inquiry,num_satisfactory_accounts,num_accounts_120d_past_due,num_accounts_30d_past_due,num_active_debit_accounts,total_debit_limit,num_total_cc_accounts,num_open_cc_accounts,num_cc_carrying_balance,num_mort_accounts,account_never_delinq_percent,tax_liens,public_record_bankrupt,loan_purpose,application_type,loan_amount,term,interest_rate,installment,grade,sub_grade,issue_month,loan_status,initial_listing_status,disbursement_method,balance,paid_total,paid_principal,paid_interest,paid_late_fees
8521,office manager,4.0,TX,MORTGAGE,29250.0,Source Verified,13.7,88250.0,Source Verified,5.68,0,37.0,1979,1,22,12,170300,12071,0,1,37.0,0,0,0,9,2.0,12,0.0,0,4,21800,17,11,7,2,88.9,0,1,debt_consolidation,joint,18000,36,9.43,576.01,B,B1,Mar-2018,Current,whole,Cash,16686.05,1718.6,1313.95,404.65,0.0
8539,postmaster,10.0,CA,MORTGAGE,89400.0,Source Verified,18.0,,,,0,39.0,1994,4,39,22,609171,40566,0,1,39.0,0,0,1,10,3.0,22,0.0,0,5,32200,23,18,8,4,89.7,0,1,debt_consolidation,individual,20000,60,10.42,429.09,B,B3,Jan-2018,Current,whole,Cash,18700.51,2133.87,1299.49,834.38,0.0
8575,property administrator,10.0,NY,OWN,90000.0,Source Verified,8.83,,,,0,37.0,1990,3,18,11,433569,28738,0,0,,0,0,1,7,9.0,11,0.0,0,2,15900,15,9,5,2,88.9,0,0,house,individual,35000,36,7.96,1096.13,A,A5,Mar-2018,Current,whole,Cash,33266.34,2161.3,1733.66,427.64,0.0
8582,owner,10.0,CA,MORTGAGE,260000.0,Verified,4.23,,,,0,68.0,1974,1,34,17,483700,32649,0,0,68.0,0,0,0,6,4.0,17,0.0,0,8,157700,31,16,9,2,97.1,0,0,house,individual,35000,36,6.08,1066.04,A,A2,Jan-2018,Current,whole,Cash,30511.21,5306.56,4488.79,817.77,0.0
8604,partner,3.0,NC,MORTGAGE,105000.0,Not Verified,10.95,,,,0,58.0,2010,0,29,4,162523,24869,0,0,,0,0,1,2,20.0,4,0.0,0,2,19000,15,2,2,1,93.1,0,0,debt_consolidation,individual,7500,36,9.93,241.76,B,B2,Jan-2018,Fully Paid,whole,Cash,0.0,7691.0140153583,7500.0,191.01,0.0
8620,owner,0.0,KY,MORTGAGE,160000.0,Not Verified,9.08,,,,0,71.0,2004,0,19,9,87774,56931,0,0,,0,0,2,5,14.0,9,0.0,0,4,22200,12,7,5,2,94.7,0,0,credit_card,individual,10000,36,6.08,304.59,A,A2,Jan-2018,Current,whole,Cash,8717.45,1519.57,1282.55,237.02,0.0
8634,sales,6.0,MI,RENT,63000.0,Source Verified,17.35,,,,0,47.0,2006,1,20,13,54860,17907,0,0,,0,0,2,1,6.0,13,0.0,0,6,32200,12,11,9,0,90.0,0,0,debt_consolidation,individual,15000,60,9.92,318.12,B,B2,Mar-2018,Current,whole,Cash,13550.69,1843.25,1449.31,393.94,0.0
8636,,,OH,MORTGAGE,15996.0,Verified,18.15,,,,0,49.0,2006,3,24,14,90273,2327,0,0,49.0,0,0,0,12,4.0,14,0.0,0,3,15400,14,13,9,1,83.3,0,0,debt_consolidation,individual,3000,36,11.99,99.63,B,B5,Jan-2018,Current,fractional,DirectPay,2644.7,496.15,355.3,140.85,0.0
8641,,,CA,MORTGAGE,60000.0,Not Verified,2.3,,,,0,29.0,1983,2,20,6,357800,3804,0,0,,0,0,0,7,6.0,6,0.0,0,3,31800,11,5,4,5,95.0,0,0,house,individual,30000,36,6.08,913.75,A,A2,Feb-2018,Current,fractional,Cash,27703.15,2786.86,2296.85,490.01,0.0
8648,senior visual designer,0.0,SC,RENT,75000.0,Source Verified,6.08,,,,0,70.0,2008,0,8,6,22400,14657,0,0,,0,0,0,1,,6,0.0,0,2,19900,7,6,3,0,87.5,0,0,credit_card,individual,15250,36,6.71,468.86,A,A3,Mar-2018,Current,whole,DirectPay,14092.78,1365.53,1157.22,208.31,0.0
8654,,,CT,RENT,67000.0,Verified,9.6,,,,0,69.0,2001,1,17,10,46800,19481,0,0,,0,1265,0,0,1.0,10,0.0,0,3,24400,16,10,5,0,94.1,0,0,debt_consolidation,individual,15000,36,9.43,480.01,B,B1,Mar-2018,Current,whole,Cash,13905.04,1424.31,1094.96,329.35,0.0
8679,engineer,2.0,NC,RENT,101000.0,Source Verified,19.43,,,,0,26.0,2007,1,36,14,114581,68557,0,0,,0,0,8,7,0.0,14,0.0,0,2,8500,18,6,2,0,100.0,0,0,major_purchase,individual,15000,36,9.93,483.52,B,B2,Jan-2018,Current,whole,Cash,13173.03,2351.76,1826.97,524.79,0.0
8681,,,WA,RENT,63071.0,Source Verified,16.37,,,,0,45.0,2007,0,33,11,36321,28625,0,0,55.0,0,0,2,6,13.0,11,0.0,0,5,8600,13,9,8,0,96.8,0,0,debt_consolidation,individual,25000,36,11.99,830.24,B,B5,Feb-2018,Current,fractional,Cash,22643.18,3304.31,2356.82,947.49,0.0
8685,registered nurse,3.0,TX,MORTGAGE,76000.0,Verified,19.77,,,,0,36.0,2007,1,20,11,290148,46293,0,0,36.0,0,883,5,3,8.0,11,0.0,0,3,29200,10,5,4,4,95.0,0,0,credit_card,individual,30000,36,10.9,980.75,B,B4,Mar-2018,Current,whole,Cash,27855.89,2905.92,2144.11,761.81,0.0
8690,claims advisor,3.0,FL,MORTGAGE,25000.0,Source Verified,9.99,,,,0,51.0,2001,2,16,6,61201,3747,0,0,51.0,0,200,0,6,12.0,6,0.0,0,4,13500,14,5,4,2,93.8,0,0,home_improvement,individual,8500,36,9.92,273.96,B,B2,Mar-2018,Current,fractional,Cash,7883.85,817.2,616.15,201.05,0.0
8696,cfo,10.0,AL,MORTGAGE,152000.0,Verified,11.39,,,,0,80.0,2001,1,35,21,337493,77494,0,0,,0,0,4,8,3.0,21,0.0,0,7,61300,20,15,10,3,97.1,0,0,debt_consolidation,individual,30000,60,11.98,667.04,B,B5,Mar-2018,Current,whole,Cash,25608.74,5208.45,4391.26,817.19,0.0
8702,sales and marketing,0.0,LA,MORTGAGE,56000.0,Source Verified,12.28,,,,0,44.0,2007,1,13,7,92620,27298,0,0,,0,0,1,5,12.0,7,0.0,0,2,5700,9,5,2,1,92.3,0,0,home_improvement,individual,14000,60,9.93,296.98,B,B2,Feb-2018,Current,whole,Cash,13266.44,1180.2,733.56,446.64,0.0
8719,executive director,3.0,WI,MORTGAGE,65000.0,Not Verified,11.39,,,,0,73.0,2004,1,34,8,167621,179124,0,0,73.0,0,0,2,3,9.0,8,0.0,0,0,1000,23,6,1,1,97.0,0,0,home_improvement,individual,10000,36,6.08,304.59,A,A2,Jan-2018,Current,fractional,Cash,8717.45,1519.57,1282.55,237.02,0.0
8721,,,TX,MORTGAGE,53654.88,Not Verified,7.05,,,,0,57.0,1979,3,46,24,172900,10440,0,0,57.0,0,4427,0,10,4.0,24,0.0,0,5,43400,41,23,10,3,82.2,0,0,debt_consolidation,individual,15000,36,9.93,483.52,B,B2,Jan-2018,Current,fractional,Cash,13173.04,2409.32,1826.96,582.36,0.0
8723,,,VA,RENT,32300.0,Source Verified,12.6,,,,0,75.0,2002,1,16,3,23018,9469,0,0,75.0,0,0,1,3,0.0,3,0.0,0,2,8300,6,2,2,0,80.0,0,0,debt_consolidation,individual,9000,36,10.9,294.23,B,B4,Feb-2018,Current,whole,Cash,8098.23,1194.55,901.77,292.78,0.0
8725,maintenence,10.0,PA,MORTGAGE,55000.0,Not Verified,10.91,,,,0,27.0,1989,1,29,7,75481,14007,0,1,,0,0,2,5,5.0,7,0.0,0,2,5900,17,4,2,2,95.2,0,1,debt_consolidation,individual,2000,36,9.93,64.47,B,B2,Jan-2018,Current,whole,Cash,1756.4,319.59,243.6,75.99,0.0
8732,research associate,6.0,CA,RENT,50000.0,Source Verified,18.41,,,,0,55.0,1999,3,23,15,42729,18868,0,0,,0,476,1,10,1.0,15,0.0,0,4,23000,19,14,5,0,95.0,0,0,credit_card,individual,18000,36,7.97,563.81,A,A5,Feb-2018,Current,whole,DirectPay,16205.18,2247.27,1794.82,452.45,0.0
8736,director,5.0,NE,MORTGAGE,142000.0,Source Verified,14.02,,,,0,55.0,2004,1,25,10,305427,71025,0,0,,0,0,4,5,8.0,10,0.0,0,1,14400,13,4,3,3,92.0,0,0,medical,individual,3000,36,11.99,99.63,B,B5,Jan-2018,Current,whole,Cash,2717.18,396.52,282.82,113.7,0.0
8773,"information associat, sr",10.0,AZ,OWN,45500.0,Source Verified,17.46,,,,0,43.0,2004,5,20,10,196864,26403,0,1,43.0,0,0,1,10,0.0,10,0.0,0,5,13800,11,8,8,2,94.7,0,1,other,individual,6000,36,11.99,199.26,B,B5,Jan-2018,Current,whole,Cash,5434.35,793.04,565.65,227.39,0.0
8774,realtor associate,5.0,FL,OWN,48000.0,Not Verified,18.95,,,,0,69.0,2007,0,21,16,81700,20890,0,0,,0,0,1,2,,16,0.0,0,7,37700,18,15,12,0,95.2,0,0,credit_card,individual,8000,36,7.35,248.3,A,A4,Jan-2018,Current,whole,Cash,6991.22,1238.23,1008.78,229.45,0.0
8776,court reporter,9.0,TX,OWN,85000.0,Not Verified,11.2,,,,0,37.0,1998,1,22,18,98936,26652,0,0,,0,0,1,6,12.0,18,0.0,0,4,33500,18,17,8,2,90.9,0,0,debt_consolidation,individual,20000,36,6.08,609.17,A,A2,Feb-2018,Current,whole,Cash,17953.16,2423.17,2046.84,376.33,0.0
8789,fire fighter,10.0,MI,RENT,72550.0,Source Verified,2.84,152686.0,Source Verified,8.88,0,62.0,2000,1,21,6,91400,6455,0,0,62.0,0,0,0,3,9.0,6,0.0,0,3,16200,11,5,3,3,90.0,0,0,other,joint,6000,36,10.9,196.15,B,B4,Mar-2018,Current,whole,Cash,5571.17,558.69,428.83,129.86,0.0
8795,administrative services manager,5.0,CA,MORTGAGE,175933.0,Verified,17.53,,,,0,71.0,2000,4,56,21,617535,85344,0,0,,0,0,6,16,1.0,21,0.0,0,6,42900,29,14,8,4,96.4,0,0,debt_consolidation,individual,20000,36,9.92,644.6,B,B2,Mar-2018,Current,fractional,Cash,18550.28,1922.78,1449.72,473.06,0.0
8803,flight attendant,10.0,CO,MORTGAGE,100000.0,Source Verified,5.98,,,,0,68.0,2003,1,27,7,354505,24698,0,0,72.0,0,0,1,5,3.0,7,0.0,0,4,23400,12,5,4,6,92.6,0,0,other,individual,17000,60,11.99,378.07,B,B5,Jan-2018,Current,whole,Cash,15937.93,1879.03,1062.07,816.96,0.0
8804,rn,3.0,NC,MORTGAGE,78000.0,Source Verified,19.26,,,,0,62.0,1994,5,19,12,124367,45796,0,0,,0,778,3,8,5.0,12,0.0,0,2,17800,8,8,4,2,89.5,0,0,debt_consolidation,individual,10000,36,7.96,313.18,A,A5,Mar-2018,Current,whole,Cash,9254.54,935.12,745.46,189.66,0.0
8812,bim manager,1.0,CA,MORTGAGE,112700.0,Source Verified,9.1,,,,0,32.0,2009,6,26,13,477991,66191,0,1,,0,0,2,7,7.0,13,0.0,0,6,33200,14,10,6,5,96.2,1,0,debt_consolidation,individual,20000,36,11.99,664.2,B,B5,Jan-2018,Current,whole,Cash,17631.3,3294.36,2368.7,925.66,0.0
8817,help desk technician,0.0,MO,RENT,34500.0,Not Verified,6.43,,,,0,50.0,2007,0,21,18,56200,55247,0,0,,0,138,13,4,22.0,18,0.0,0,2,8500,8,5,4,0,95.2,0,0,credit_card,individual,4200,36,10.42,136.36,B,B3,Jan-2018,Current,whole,Cash,3691.8,675.72,508.2,167.52,0.0
8840,social worker,10.0,NJ,OWN,118000.0,Not Verified,12.5,,,,0,40.0,1983,6,42,15,184166,176895,0,1,,0,0,2,7,3.0,15,0.0,0,9,33000,19,13,9,0,94.6,0,1,debt_consolidation,individual,16000,36,10.41,519.37,B,B3,Feb-2018,Current,whole,Cash,14848.36,1548.86,1151.64,397.22,0.0
8843,firefighter,10.0,OH,MORTGAGE,74000.0,Source Verified,19.82,,,,0,26.0,1994,1,23,6,269770,5436,0,0,26.0,0,0,0,0,4.0,6,0.0,0,2,10000,16,5,3,3,60.9,0,0,major_purchase,individual,21600,60,9.44,453.01,B,B1,Feb-2018,Current,whole,Cash,20454.21,1800.71,1145.79,654.92,0.0
8855,manager,2.0,IN,RENT,32500.0,Source Verified,9.93,,,,0,41.0,2004,1,23,6,22040,18343,0,0,41.0,0,0,5,0,0.0,6,0.0,0,0,1200,2,1,0,0,60.9,0,0,small_business,individual,6500,36,10.9,212.5,B,B4,Mar-2018,Current,whole,Cash,6035.43,629.63,464.57,165.06,0.0
8881,quality assurane test and evaluation,10.0,MI,RENT,108000.0,Not Verified,18.99,,,,0,69.0,2002,1,38,17,187308,104671,0,0,,0,0,2,7,10.0,17,0.0,0,4,87400,27,15,5,0,94.3,0,0,other,individual,10000,36,6.72,307.5,A,A3,Jan-2018,Current,whole,Cash,8728.34,1530.03,1271.66,258.37,0.0
8884,sales engineer,9.0,FL,MORTGAGE,250000.0,Source Verified,16.73,,,,0,73.0,1997,0,22,11,180875,99647,0,1,74.0,0,0,4,3,22.0,10,0.0,0,3,34900,12,7,4,2,88.2,0,1,debt_consolidation,individual,38400,36,6.72,1180.78,A,A3,Feb-2018,Current,whole,Cash,34504.47,4708.78,3895.53,813.25,0.0
8894,accountant,7.0,MD,MORTGAGE,128000.0,Verified,16.3,,,,0,25.0,1998,1,18,8,420066,40191,0,0,,0,0,1,2,10.0,8,,0,4,35860,14,6,4,3,94.0,0,0,debt_consolidation,individual,20000,36,10.41,649.21,B,B3,Mar-2018,Current,whole,Cash,18560.45,1936.06,1439.55,496.51,0.0
8909,consultant,6.0,IN,OWN,82000.0,Not Verified,0.67,,,,0,49.0,1994,1,16,4,16400,1315,0,0,49.0,0,1721,0,1,12.0,4,0.0,0,1,14500,9,3,1,4,85.7,0,0,debt_consolidation,individual,10000,36,10.9,326.92,B,B4,Mar-2018,Current,fractional,Cash,9285.29,968.65,714.71,253.94,0.0
8913,communications specialist ,10.0,WI,MORTGAGE,50000.0,Not Verified,7.63,,,,0,27.0,1999,4,62,35,162700,9424,0,0,27.0,0,0,0,10,5.0,35,0.0,0,4,45100,42,34,9,4,95.2,0,0,credit_card,individual,5000,36,7.96,156.59,A,A5,Mar-2018,Current,whole,Cash,4627.27,467.56,372.73,94.83,0.0
8918,booth renter/stylist,3.0,SC,RENT,50000.0,Source Verified,13.06,,,,0,27.0,2003,0,20,6,27378,22236,0,0,27.0,0,222,1,3,,6,0.0,0,3,9500,7,5,5,0,94.7,0,0,debt_consolidation,individual,10000,36,11.98,332.05,B,B5,Mar-2018,Current,fractional,Cash,9296.37,982.84,703.63,279.21,0.0
8927,manager,10.0,NY,RENT,50000.0,Source Verified,12.87,,,,0,35.0,2004,0,14,9,28678,12021,0,0,,0,0,2,2,22.0,9,0.0,0,3,10400,8,7,3,0,92.9,0,0,debt_consolidation,individual,15000,36,7.35,465.57,A,A4,Feb-2018,Current,whole,Cash,13491.43,1856.16,1508.57,347.59,0.0
8932,staff accountant,3.0,NC,RENT,50000.0,Not Verified,18.8,,,,0,44.0,2010,0,16,9,49622,31211,0,0,44.0,0,0,6,2,,9,0.0,0,3,5500,3,3,3,0,66.7,0,0,credit_card,individual,5000,36,7.97,156.62,A,A5,Jan-2018,Current,whole,DirectPay,4374.69,780.89,625.31,155.58,0.0
8937,dental assistant,10.0,TN,MORTGAGE,83000.0,Not Verified,12.61,,,,0,60.0,2002,1,18,9,304258,33365,0,1,,0,0,1,2,11.0,9,0.0,0,1,20000,9,7,4,4,94.4,0,1,other,individual,10000,60,10.9,216.93,B,B4,Feb-2018,Current,whole,Cash,9488.7,855.61,511.3,344.31,0.0
8941,writer,5.0,CA,RENT,30000.0,Not Verified,14.48,,,,0,63.0,2007,0,9,5,39040,14161,0,0,,0,0,1,0,,5,0.0,0,3,34500,7,4,3,0,88.9,0,0,debt_consolidation,individual,13500,36,5.31,406.49,A,A1,Mar-2018,Current,whole,DirectPay,12455.13,1193.59,1044.87,148.72,0.0
8946,b tech,0.0,AZ,MORTGAGE,34000.0,Source Verified,13.2,,,,0,34.0,2009,4,8,8,153531,8983,0,0,34.0,0,0,3,5,2.0,8,0.0,0,2,1500,3,3,3,1,87.5,0,0,debt_consolidation,individual,12000,36,10.91,392.36,B,B4,Jan-2018,Current,whole,Cash,10557.71,1943.62,1442.29,501.33,0.0
8947,financial analyst,1.0,NY,MORTGAGE,86000.0,Verified,10.81,,,,0,42.0,2004,3,29,15,511274,46604,0,0,52.0,0,0,3,6,1.0,15,0.0,0,4,63400,22,11,8,1,62.1,0,0,home_improvement,individual,4000,36,6.71,122.98,A,A3,Feb-2018,Fully Paid,whole,Cash,0.0,4065.6849185726,4000.0,65.68,0.0
8973,driver,3.0,NY,RENT,70000.0,Source Verified,0.0,,,,0,78.0,2003,0,7,2,600,0,0,0,78.0,0,0,0,1,,2,0.0,0,0,600,6,2,0,0,71.4,0,0,credit_card,individual,16000,36,10.42,519.44,B,B3,Jan-2018,Current,whole,Cash,14064.14,2578.68,1935.86,642.82,0.0
8978,pilot,10.0,TX,MORTGAGE,71487.0,Source Verified,18.52,,,,0,70.0,1983,5,17,7,236141,61100,0,1,70.0,0,94,3,6,0.0,7,0.0,0,1,4900,7,3,2,3,94.1,0,1,house,individual,6500,36,10.42,211.03,B,B3,Feb-2018,Fully Paid,whole,Cash,0.0,6502.3486805554,6500.0,2.35,0.0
8984,sales,1.0,RI,RENT,60000.0,Source Verified,12.32,,,,0,28.0,2013,8,23,16,37744,17405,0,0,29.0,0,250,5,7,0.0,16,0.0,0,1,9400,17,11,2,0,87.0,0,0,debt_consolidation,individual,8000,36,10.9,261.54,B,B4,Feb-2018,Current,whole,Cash,7203.35,1066.47,796.65,269.82,0.0
8989,regional sales manager,5.0,ID,OWN,52500.0,Not Verified,9.92,,,,0,30.0,2003,1,17,5,31453,7338,0,0,,0,0,1,1,5.0,5,0.0,0,1,10000,8,4,2,2,87.5,0,0,medical,individual,4650,36,6.71,142.97,A,A3,Mar-2018,Current,whole,Cash,3846.46,875.44,803.54,71.9,0.0
8995,director of career center,10.0,MT,MORTGAGE,105832.0,Verified,10.52,,,,0,34.0,1991,2,25,4,292894,51261,0,0,34.0,0,0,2,3,6.0,4,0.0,0,0,0,9,1,1,4,76.0,0,0,other,individual,24000,36,6.72,737.99,A,A3,Jan-2018,Current,whole,Cash,20948.06,3672.03,3051.94,620.09,0.0
9001,vp,3.0,NC,MORTGAGE,2300000.0,Verified,3.08,,,,0,35.0,1998,1,27,9,2761000,942456,0,2,64.0,0,0,1,7,10.0,9,0.0,0,4,112000,11,7,5,3,92.3,2,0,major_purchase,individual,40000,36,9.44,1280.2,B,B1,Jan-2018,Fully Paid,whole,Cash,0.0,41133.5339462166,40000.0,1133.53,0.0
9013,assistant manager of bus schedules,10.0,NY,OWN,80000.0,Not Verified,16.7,,,,0,26.0,2004,0,25,10,351287,42935,0,0,48.0,0,0,3,4,17.0,10,0.0,0,2,6300,13,6,4,5,77.3,0,0,debt_consolidation,individual,10000,36,7.35,310.38,A,A4,Jan-2018,Current,whole,Cash,8994.29,1237.44,1005.71,231.73,0.0
9014,paraprofession,10.0,MN,MORTGAGE,68000.0,Not Verified,19.22,,,,0,61.0,1998,6,46,26,296634,48467,0,0,,0,0,2,11,4.0,26,0.0,0,5,41700,33,23,9,3,97.8,0,0,debt_consolidation,individual,12500,60,11.99,278.0,B,B5,Jan-2018,Current,whole,Cash,11719.03,1381.67,780.97,600.7,0.0
9018,nurse practitioner ,10.0,NC,MORTGAGE,120000.0,Not Verified,18.76,,,,0,66.0,1999,1,20,11,188924,61184,0,0,,0,0,4,5,9.0,11,0.0,0,3,29000,8,6,3,2,95.0,0,0,small_business,individual,20000,36,6.07,609.08,A,A2,Mar-2018,Current,whole,Cash,18468.54,1820.5,1531.46,289.04,0.0
9036,,,CA,OWN,49000.0,Verified,17.24,,,,0,72.0,1983,1,44,18,75300,26067,0,0,72.0,0,0,1,12,10.0,18,0.0,0,2,33800,33,17,4,1,97.7,0,0,debt_consolidation,individual,5500,36,10.42,178.56,B,B3,Jan-2018,Current,whole,Cash,4834.53,889.62,665.47,224.15,0.0
9046,director,5.0,KS,OWN,93000.0,Not Verified,9.59,,,,0,36.0,1995,1,27,10,46300,19581,0,0,,0,0,1,2,10.0,10,0.0,0,3,21600,17,9,6,2,100.0,0,0,debt_consolidation,individual,18200,36,7.96,569.99,A,A5,Mar-2018,Current,whole,Cash,17298.49,1156.08,901.51,254.57,0.0
9056,senior analyst,1.0,NJ,RENT,40000.0,Source Verified,0.75,,,,0,35.0,2007,0,5,0,0,0,0,0,,0,0,0,0,23.0,0,0.0,0,0,0,5,0,0,0,60.0,0,0,debt_consolidation,individual,5000,36,11.99,166.05,B,B5,Jan-2018,Current,whole,Cash,4407.83,823.59,592.17,231.42,0.0
9061,it manager,10.0,LA,MORTGAGE,120000.0,Source Verified,17.77,,,,0,27.0,1996,2,33,12,535313,82641,0,0,,0,0,2,2,6.0,12,0.0,0,5,66100,18,8,6,7,97.0,0,0,credit_card,individual,30000,36,7.34,930.99,A,A4,Feb-2018,Current,whole,Cash,26982.5,3711.73,3017.5,694.23,0.0
9066,data entry,10.0,MA,MORTGAGE,27703.0,Source Verified,8.23,,,,0,48.0,2000,1,9,6,44650,4340,0,0,48.0,0,0,0,2,4.0,6,0.0,0,3,11600,6,5,4,2,77.8,0,0,debt_consolidation,individual,8000,36,6.72,246.0,A,A3,Jan-2018,Current,whole,Cash,6982.67,1227.01,1017.33,209.68,0.0
9069,project manager,10.0,WA,MORTGAGE,80000.0,Not Verified,9.35,,,,0,66.0,2006,1,25,9,321249,27173,0,0,66.0,0,0,1,4,4.0,9,0.0,0,4,28000,14,7,5,4,96.0,0,0,home_improvement,individual,12000,36,6.72,369.0,A,A3,Jan-2018,Current,whole,Cash,10474.0,1840.52,1526.0,314.52,0.0
9070,truck driver,0.0,MI,MORTGAGE,110000.0,Source Verified,11.63,167000.0,Source Verified,18.28,0,48.0,2007,0,17,12,234777,40770,0,0,48.0,0,1732,2,2,13.0,12,0.0,0,3,11800,10,8,5,3,93.8,0,0,credit_card,joint,20000,36,11.98,664.1,B,B5,Mar-2018,Current,whole,Cash,18592.74,1978.99,1407.26,571.73,0.0
9092,regional sales manager,10.0,IN,MORTGAGE,100000.0,Source Verified,11.95,,,,0,63.0,2005,0,42,13,231686,64495,0,0,,0,0,2,5,20.0,13,0.0,0,3,23100,16,10,5,2,95.2,0,0,debt_consolidation,individual,18000,36,10.42,584.37,B,B3,Jan-2018,Current,whole,Cash,15822.16,2989.58,2177.84,811.74,0.0
9101,registered nurse,10.0,CA,OWN,200000.0,Source Verified,5.39,,,,0,58.0,1999,3,27,14,556504,47713,0,0,58.0,0,0,2,10,2.0,14,0.0,0,6,69200,13,11,8,4,85.2,0,0,car,individual,35000,60,10.42,750.91,B,B3,Jan-2018,Current,whole,Cash,32725.88,3714.03,2274.12,1439.91,0.0
9106,dental hygienist,0.0,TX,RENT,68000.0,Not Verified,13.38,,,,0,39.0,1987,0,33,11,54758,27882,0,0,39.0,0,0,1,3,18.0,11,0.0,0,6,20200,25,10,6,2,81.8,0,0,credit_card,individual,18000,60,9.93,381.83,B,B2,Jan-2018,Current,whole,Cash,16816.17,1899.22,1183.83,715.39,0.0
9107,division chief,10.0,CA,MORTGAGE,265000.0,Source Verified,5.7,,,,0,51.0,2003,4,46,16,819496,56832,0,0,58.0,0,0,2,13,7.0,16,0.0,0,3,42500,19,12,3,4,93.2,0,0,home_improvement,individual,35000,60,7.35,698.84,A,A4,Feb-2018,Current,whole,Cash,33044.26,2859.68,1955.74,903.94,0.0
9112,mla,1.0,CA,RENT,45000.0,Source Verified,19.97,,,,0,60.0,2007,1,17,4,61944,43667,0,0,,0,0,1,2,1.0,4,0.0,0,1,15800,10,3,1,0,88.2,0,0,other,individual,20000,36,10.91,653.93,B,B4,Jan-2018,Current,fractional,Cash,17596.2,3257.53,2403.8,853.73,0.0
9122,salon leader,10.0,IL,MORTGAGE,145000.0,Source Verified,8.47,,,,0,46.0,2002,1,27,18,265630,29299,0,0,46.0,0,743,2,6,4.0,18,0.0,0,8,31100,18,15,14,1,74.1,0,0,credit_card,individual,20000,36,9.92,644.6,B,B2,Mar-2018,Current,fractional,DirectPay,18550.28,1944.83,1449.72,495.11,0.0
9126,sr mechanical engineer,1.0,MD,MORTGAGE,105000.0,Not Verified,14.31,,,,0,29.0,1988,0,11,3,49901,21992,0,0,29.0,0,0,1,0,,3,0.0,0,2,23000,6,2,2,1,72.7,0,0,debt_consolidation,individual,20000,36,7.96,626.36,A,A5,Mar-2018,Current,whole,Cash,18509.07,1870.24,1490.93,379.31,0.0
9164,shipping ,3.0,TN,MORTGAGE,54000.0,Not Verified,13.0,,,,0,25.0,2005,3,21,7,36346,18103,0,1,,0,119,1,4,7.0,7,0.0,0,4,5900,12,6,5,0,85.7,0,1,debt_consolidation,individual,7500,36,10.42,243.49,B,B3,Feb-2018,Current,whole,Cash,6777.77,992.36,722.23,270.13,0.0
9169,,,NV,RENT,46000.0,Source Verified,19.36,,,,0,76.0,1994,3,30,10,42796,29666,0,1,,0,0,1,9,9.0,10,0.0,0,4,12500,22,8,6,0,96.6,0,1,debt_consolidation,individual,10000,36,10.91,326.97,B,B4,Feb-2018,Current,whole,DirectPay,9042.83,1326.07,957.17,368.9,0.0
9185,farm foreman,3.0,OH,MORTGAGE,150000.0,Source Verified,9.02,,,,0,65.0,1995,0,23,10,68463,52076,0,0,65.0,0,0,3,2,,10,0.0,0,3,12900,12,7,5,2,95.7,0,0,debt_consolidation,individual,16000,60,7.96,324.12,A,A5,Mar-2018,Current,whole,DirectPay,15341.69,958.21,658.31,299.9,0.0
9188,,,FL,OWN,40000.0,Source Verified,5.52,,,,0,76.0,1998,1,20,11,39000,4394,0,0,76.0,0,0,0,5,2.0,11,0.0,0,4,16600,17,11,7,2,95.0,0,0,home_improvement,individual,15000,36,6.08,456.88,A,A2,Feb-2018,Current,whole,Cash,13464.86,1822.45,1535.14,287.31,0.0
9201,special forces warrant officer,10.0,FL,MORTGAGE,206000.0,Source Verified,13.79,,,,0,30.0,1986,0,29,10,395790,82105,0,0,,0,0,2,3,17.0,10,0.0,0,4,26000,15,7,6,4,93.1,0,0,other,individual,3500,36,10.42,113.63,B,B3,Feb-2018,Current,whole,Cash,3162.68,449.45,337.32,112.13,0.0
9217,project manager,0.0,MN,RENT,70000.0,Source Verified,9.87,,,,0,67.0,2006,2,12,9,41599,21657,0,0,,0,0,1,7,0.0,9,0.0,0,4,14200,8,8,4,0,91.7,0,0,debt_consolidation,individual,14000,36,10.91,457.75,B,B4,Feb-2018,Current,fractional,Cash,12999.56,1356.28,1000.44,355.84,0.0
9231,manager ,10.0,TX,MORTGAGE,192000.0,Not Verified,11.11,,,,0,30.0,1993,2,27,16,363751,88777,0,0,61.0,0,0,3,8,3.0,16,0.0,0,3,23100,17,12,5,2,81.5,0,0,other,individual,24000,36,6.72,737.99,A,A3,Jan-2018,Current,whole,Cash,20948.06,3680.99,3051.94,629.05,0.0
